client_sample_id,sample_date,matrix,method,analyte,result,qualifier,RL,MDL,unit,dil fac,EDL
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS) - TCLP,Pyridine,ND,,0.010,0.00090,mg/L,2.5,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8081B - Organochlorine Pesticides (GC) - TCLP,Chlordane (technical),ND,,0.0050,0.000047,mg/L,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8081B - Organochlorine Pesticides (GC) - TCLP,Endrin,ND,,0.00050,0.0000065,mg/L,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8081B - Organochlorine Pesticides (GC) - TCLP,Heptachlor,ND,,0.00050,0.0000082,mg/L,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8081B - Organochlorine Pesticides (GC) - TCLP,Heptachlor epoxide,ND,,0.00050,0.0000026,mg/L,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8081B - Organochlorine Pesticides (GC) - TCLP,gamma-BHC (Lindane),ND,,0.00050,0.0000025,mg/L,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8081B - Organochlorine Pesticides (GC) - TCLP,Methoxychlor,ND,,0.0010,0.0000047,mg/L,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8081B - Organochlorine Pesticides (GC) - TCLP,Toxaphene,ND,,0.020,0.000058,mg/L,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8151A - Herbicides (GC) - TCLP,"Silvex (2,4,5-TP)",ND,,0.0050,0.0010,mg/L,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8151A - Herbicides (GC) - TCLP,"2,4-D",ND,,0.050,0.016,mg/L,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8082A - Polychlorinated Biphenyls (PCBs) by Gas Chromatography,Aroclor-1016,ND,,62,31,ug/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8082A - Polychlorinated Biphenyls (PCBs) by Gas Chromatography,Aroclor-1221,ND,,62,37,ug/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8082A - Polychlorinated Biphenyls (PCBs) by Gas Chromatography,Aroclor-1232,ND,,62,26,ug/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8082A - Polychlorinated Biphenyls (PCBs) by Gas Chromatography,Aroclor-1242,ND,,62,23,ug/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8082A - Polychlorinated Biphenyls (PCBs) by Gas Chromatography,Aroclor-1248,ND,,62,21,ug/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8082A - Polychlorinated Biphenyls (PCBs) by Gas Chromatography,Aroclor-1254,ND,,62,26,ug/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8082A - Polychlorinated Biphenyls (PCBs) by Gas Chromatography,Aroclor-1260,ND,,62,26,ug/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8082A - Polychlorinated Biphenyls (PCBs) by Gas Chromatography,Aroclor-1262,ND,,62,27,ug/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8082A - Polychlorinated Biphenyls (PCBs) by Gas Chromatography,Aroclor-1268,ND,,62,20,ug/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8082A - Polychlorinated Biphenyls (PCBs) by Gas Chromatography,"Polychlorinated biphenyls, Total",ND,,62,37,ug/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,EPA 537 IDA - EPA 537 Isotope Dilution,Perfluorooctanoic acid,0.27,J,0.71,0.24,ng/g,1,
WC-WS2-COMP (08-14),02/18/23,Solid,EPA 537 IDA - EPA 537 Isotope Dilution,Perfluorooctanesulfonic acid,0.30,J,0.71,0.24,ng/g,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8290A - Dioxins and Furans (HRGC/HRMS),"1,2,3,4,6,7,8-HpCDD",110,,6.2,2.5,ng/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8290A - Dioxins and Furans (HRGC/HRMS),"1,2,3,4,6,7,8-HpCDF",20,,6.2,2.5,ng/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8290A - Dioxins and Furans (HRGC/HRMS),"1,2,3,4,7,8-HxCDD",ND,,6.2,2.5,ng/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8290A - Dioxins and Furans (HRGC/HRMS),"1,2,3,4,7,8-HxCDF",3.1,J,6.2,2.5,ng/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8290A - Dioxins and Furans (HRGC/HRMS),"1,2,3,4,7,8,9-HpCDF",ND,,6.2,2.5,ng/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8290A - Dioxins and Furans (HRGC/HRMS),"1,2,3,6,7,8-HxCDD",3.2,J,6.2,2.5,ng/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8290A - Dioxins and Furans (HRGC/HRMS),"1,2,3,6,7,8-HxCDF",2.6,J,6.2,2.5,ng/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8290A - Dioxins and Furans (HRGC/HRMS),"1,2,3,7,8-PeCDD",ND,,6.2,2.5,ng/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8290A - Dioxins and Furans (HRGC/HRMS),"1,2,3,7,8-PeCDF",ND,,6.2,2.5,ng/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8290A - Dioxins and Furans (HRGC/HRMS),"1,2,3,7,8,9-HxCDD",ND,,6.2,2.5,ng/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8290A - Dioxins and Furans (HRGC/HRMS),"1,2,3,7,8,9-HxCDF",ND,,6.2,2.5,ng/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8290A - Dioxins and Furans (HRGC/HRMS),"2,3,4,6,7,8-HxCDF",ND,,6.2,2.5,ng/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8290A - Dioxins and Furans (HRGC/HRMS),"2,3,4,7,8-PeCDF",2.8,J,6.2,2.5,ng/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8290A - Dioxins and Furans (HRGC/HRMS),"2,3,7,8-TCDD",ND,,1.2,0.25,ng/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8290A - Dioxins and Furans (HRGC/HRMS),"2,3,7,8-TCDF",0.96,J,1.2,0.25,ng/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8290A - Dioxins and Furans (HRGC/HRMS),OCDD,1100,,12,2.5,ng/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8290A - Dioxins and Furans (HRGC/HRMS),OCDF,51,,12,2.5,ng/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8290A - Dioxins and Furans (HRGC/HRMS),Total HxCDD,50,,6.2,2.5,ng/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8290A - Dioxins and Furans (HRGC/HRMS),Total HxCDF,30,,6.2,2.5,ng/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8290A - Dioxins and Furans (HRGC/HRMS),Total HpCDD,340,,6.2,2.5,ng/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8290A - Dioxins and Furans (HRGC/HRMS),Total HpCDF,52,,6.2,2.5,ng/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8290A - Dioxins and Furans (HRGC/HRMS),Total PeCDD,14,I,6.2,2.5,ng/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8290A - Dioxins and Furans (HRGC/HRMS),Total PeCDF,19,I,6.2,2.5,ng/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8290A - Dioxins and Furans (HRGC/HRMS),Total TCDD,9.8,I,1.2,0.25,ng/Kg,1,
WC-WS2-COMP (08-14),02/18/23,Solid,SW846 8290A - Dioxins and Furans (HRGC/HRMS),Total TCDF,21,I,1.2,0.25,ng/Kg,1,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,"1,1,1-Trichloroethane",ND,,310,96,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,"1,1,2,2-Tetrachloroethane",ND,,310,180,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,"1,1,2-Trichloro-1,2,2-trifluoroethane",ND,,310,82,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,"1,1,2-Trichloroethane",ND,,310,70,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,"1,1-Dichloroethane",ND,,310,59,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,"1,1-Dichloroethene",ND,,310,100,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,"1,2,4-Trichlorobenzene",ND,,310,160,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,"1,2-Dibromo-3-Chloropropane",ND,,620,270,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,Ethylene Dibromide,ND,,310,97,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,"1,2-Dichlorobenzene",ND,,310,150,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,"1,2-Dichloroethane",ND,,310,58,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,"1,2-Dichloropropane",ND,,310,46,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,"1,3-Dichlorobenzene",ND,,310,57,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,"1,4-Dichlorobenzene",ND,,310,68,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,2-Butanone (MEK),ND,,1200,190,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,2-Hexanone,ND,,1200,320,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,4-Methyl-2-pentanone (MIBK),ND,,1200,290,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,Acetone,ND,,1200,300,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,Benzene,ND,,310,52,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,Dichlorobromomethane,ND,,310,75,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,Bromoform,ND,,310,280,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,Bromomethane,ND,,310,200,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,Carbon disulfide,ND,,310,130,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,Carbon tetrachloride,ND,,310,130,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,Chlorobenzene,ND,,310,43,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,Chloroethane,ND,,310,180,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,Chloroform,ND,,310,66,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,Chloromethane,ND,,310,81,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,"cis-1,2-Dichloroethene",ND,,310,49,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,"cis-1,3-Dichloropropene",ND,,310,150,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,Cyclohexane,ND,,620,200,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,Chlorodibromomethane,ND,,310,140,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,Dichlorodifluoromethane,ND,,310,65,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,Ethylbenzene,ND,,310,58,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,Isopropylbenzene,ND,,310,47,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,Methyl acetate,ND,,1500,210,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,Methyl tert-butyl ether,ND,,310,46,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,Methylcyclohexane,ND,,620,81,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,Methylene Chloride,ND,,620,470,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,Styrene,ND,,310,64,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,Tetrachloroethene,ND,,310,120,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,Toluene,ND,,310,300,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,"trans-1,2-Dichloroethene",ND,,310,76,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,"trans-1,3-Dichloropropene",ND,,310,130,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,Trichloroethene,ND,,310,180,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,Trichlorofluoromethane,ND,,310,170,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,Vinyl chloride,8.6,,0.31,0.15,mg/Kg,1,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8260D - Volatile Organic Compounds by GC/MS,"Xylenes, Total",ND,,620,110,mg/Kg,1000,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),"1,1'-Biphenyl",ND,,1.3,0.43,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),bis (2-chloroisopropyl) ether,ND,,2.5,0.25,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),"2,4,5-Trichlorophenol",ND,,3.8,1.7,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),"2,4,6-Trichlorophenol",ND,,3.8,1.6,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),"2,4-Dichlorophenol",ND,,3.8,1.1,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),"2,4-Dimethylphenol",ND,,3.8,1.0,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),"2,4-Dinitrophenol",ND,,8.3,3.6,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),"2,4-Dinitrotoluene",ND,,5.0,1.6,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),"2,6-Dinitrotoluene",ND,,5.0,1.4,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),2-Chloronaphthalene,ND,,1.3,0.35,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),2-Chlorophenol,ND,,1.3,0.25,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),2-Methylnaphthalene,1.9,,0.38,0.049,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),2-Methylphenol,ND,,5.0,0.78,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),2-Nitroaniline,ND,,5.0,1.0,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),2-Nitrophenol,ND,,1.3,0.33,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),"3,3'-Dichlorobenzidine",ND,,2.5,1.1,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),3-Nitroaniline,ND,,5.0,1.2,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),"4,6-Dinitro-2-methylphenol",ND,,8.3,2.0,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),4-Bromophenyl phenyl ether,ND,,1.3,0.35,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),4-Chloro-3-methylphenol,ND,,3.8,1.1,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),4-Chloroaniline,ND,,3.8,0.75,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),4-Chlorophenyl phenyl ether,ND,,1.3,0.35,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),4-Nitroaniline,ND,,5.0,1.5,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),4-Nitrophenol,ND,,8.3,2.4,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Acenaphthene,0.33,J,0.38,0.072,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Acenaphthylene,ND,,0.38,0.10,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Acetophenone,ND,,2.5,0.28,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Anthracene,0.32,J,0.38,0.060,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Atrazine,ND,,5.0,0.90,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Benzaldehyde,ND,,2.5,0.58,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Benzo[a]anthracene,0.56,,0.38,0.085,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Benzo[a]pyrene,0.36,J,0.38,0.23,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Benzo[b]fluoranthene,0.61,,0.38,0.16,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),"Benzo[g,h,i]perylene",0.24,J,0.38,0.18,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Benzo[k]fluoranthene,0.26,J,0.38,0.17,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Bis(2-chloroethoxy)methane,ND,,2.5,0.30,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Bis(2-chloroethyl)ether,ND,,2.5,0.30,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Bis(2-ethylhexyl) phthalate,ND,,1.8,1.3,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Butyl benzyl phthalate,ND,,1.8,0.55,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Caprolactam,ND,,8.3,1.9,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Carbazole,ND,,1.3,0.48,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Chrysene,0.82,,0.38,0.037,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),"Dibenz(a,h)anthracene",ND,,0.38,0.17,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Dibenzofuran,0.73,J,1.3,0.33,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Diethyl phthalate,ND,,1.8,0.78,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Dimethyl phthalate,ND,,1.8,0.35,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Di-n-butyl phthalate,ND,,1.8,1.3,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Di-n-octyl phthalate,ND,,1.8,0.70,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Fluoranthene,1.4,,0.38,0.11,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Fluorene,0.32,J,0.38,0.069,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Hexachlorobenzene,ND,,0.38,0.071,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Hexachlorobutadiene,ND,,1.3,0.30,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Hexachlorocyclopentadiene,ND,,8.3,1.6,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Hexachloroethane,ND,,1.3,0.23,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),"Indeno[1,2,3-cd]pyrene",0.19,J,0.38,0.18,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Isophorone,ND,,1.3,0.30,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),N-Nitrosodi-n-propylamine,ND,,1.3,0.28,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),N-Nitrosodiphenylamine,ND,,1.3,0.30,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Naphthalene,1.3,,0.38,0.060,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Nitrobenzene,ND,,2.5,0.33,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Pentachlorophenol,ND,,3.8,1.5,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Phenanthrene,2.0,,0.38,0.056,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Phenol,ND,,1.3,0.20,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),Pyrene,1.2,,0.38,0.054,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 8270E - Semivolatile Organic Compounds (GC/MS),3 & 4 Methylphenol,ND,,10,0.73,mg/Kg,20,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 6010D - Metals (ICP) - TCLP,Arsenic,ND,,0.050,0.0041,mg/L,1,
WC-WS1-B1 (5-6),02/18/23,Solid,SW846 6010D - Metals (ICP) - TCLP,Barium,0.60,B,0.50,0.0013,mg/L,1,
